rdt_id,ns_lines,rdt_lines,rdt_lines_id,rdt_station_names,rdt_station_codes,cause_nl,cause_en,statistical_cause_nl,statistical_cause_en,cause_group,start_time,end_time,duration_minutes
47042,"Zwolle-Enschede; Zwolle-Enschede","Almelo - Deventer, Almelo - Hengelo, Almelo - Zwolle, Enschede - Hengelo","88,89,92,95","Almelo,Almelo de Riet,Borne,Enschede,Hengelo,Heino,Nijverdal,Raalte,Wierden,Zwolle,Enschede Kennispark","AML, AMRI, BN, ES, HGL, HNO, NVD, RAT, WDN, ZL, ESK","staking bij Keolis","strike of Keolis staff","staking bij Keolis","strike of Keolis staff",staff,"2023-03-15 05:09:20","2023-03-16 02:02:36",1253
47043,"Amsterdam-Almere; Leiden-Duivendrecht-Lelystad","Amsterdam Centraal - Lelystad Centrum, Lelystad Centrum - Schiphol Airport","144,145","Almere Centrum,Almere Muziekwijk,Weesp,Almere Poort","ALM, ALMM, WP, AMPO","sein- en wisselstoring","signalling and points failure","sein- en wisselstoring","signalling and points failure",infrastructure,"2023-03-15 05:36:51","2023-03-15 07:07:22",91
47044,Utrecht-Almere,"Almere Oostvaarders - Utrecht Centraal",149,"Almere Centrum,Almere Muziekwijk,Bussum Zuid,Hilversum,Naarden-Bussum,Weesp,Almere Poort,Hilversum Media Park","ALM, ALMM, BSMZ, HVS, NDB, WP, AMPO, HVSM","sein- en wisselstoring","signalling and points failure","sein- en wisselstoring","signalling and points failure",infrastructure,"2023-03-15 05:41:52","2023-03-15 07:07:36",86
47045,"Leiden-Den Haag","Den Haag Centraal - Leiden Centraal",169,"De Vink,Den Haag Centraal,Den Haag Mariahoeve,Den Haag Laan v NOI,Leiden Centraal,Voorschoten","DVNK, GVC, GVM, LAA, LEDN, VST","sein- en wisselstoring","signalling and points failure","sein- en wisselstoring","signalling and points failure",infrastructure,"2023-03-15 05:42:03","2023-03-15 06:31:05",49
47046,Zutphen-Hengelo,"Hengelo - Zutphen",90,"Delden,Goor,Hengelo,Lochem,Zutphen,Hengelo Gezondheidspark","DDN, GO, HGL, LC, ZP, HGLG","staking bij Keolis","strike of Keolis staff","staking bij Keolis","strike of Keolis staff",staff,"2023-03-15 05:51:43","2023-03-16 02:02:29",1211
47047,"Amsterdam-Amersfoort; Utrecht-Hilversum-Weesp","Amersfoort - Amsterdam Centraal, Amersfoort - Schiphol Airport","135,148","Bussum Zuid,Hilversum,Naarden-Bussum,Weesp,Hilversum Media Park","BSMZ, HVS, NDB, WP, HVSM","rijp aan de bovenleiding","overhead wires covered with frost","rijp aan de bovenleiding","overhead wires covered with frost",weather,"2023-03-15 06:03:35","2023-03-15 08:09:39",126
47048,Arnhem-Doetinchem,"Arnhem Centraal - Winterswijk",82,"Arnhem Centraal,Arnhem Velperpoort,Didam,Doetinchem,Doetinchem De Huet,Duiven,Wehl,Zevenaar,Westervoort","AH, AHP, DID, DTC, DTCH, DVN, WL, ZV, WTV","staking bij Breng","strike of Breng staff","staking bij Breng","strike of Breng staff",staff,"2023-03-15 06:09:57","2023-03-15 14:58:52",529
47049,"Utrecht-Den Haag","Den Haag Centraal - Utrecht Centraal",143,"Gouda,Gouda Goverwelle,Zoetermeer Oost,Lansingerland-Zoetermeer","GD, GDG, ZTMO, LLZM",aanrijding,collision,aanrijding,collision,accidents,"2023-03-15 06:10:21","2023-03-15 10:09:14",239
47050,Zwolle-Groningen,"Groningen - Zwolle",146,"Assen,Beilen,Hoogeveen,Meppel","ASN, BL, HGV, MP",wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2023-03-15 06:21:33","2023-03-15 06:46:49",25
47051,Utrecht-Almere,"Almere Oostvaarders - Utrecht Centraal, Amersfoort - Amsterdam Centraal, Amersfoort - Schiphol Airport","135,148,149","Bussum Zuid,Hilversum,Naarden-Bussum,Hilversum Media Park","BSMZ, HVS, NDB, HVSM","rijp aan de bovenleiding","overhead wires covered with frost","rijp aan de bovenleiding","overhead wires covered with frost",weather,"2023-03-15 06:22:45","2023-03-15 07:40:24",78
47052,Roosendaal-Vlissingen,"Roosendaal - Vlissingen",21,"Arnemuiden,Bergen op Zoom,Kapelle-Biezelinge,Goes,Krabbendijke,Kruiningen-Yerseke,Middelburg,Rilland-Bath,Roosendaal,Vlissingen,Vlissingen Souburg","ARN, BGN, BZL, GS, KBD, KRG, MDB, RB, RSD, VS, VSS","defect spoor","defective railway track","defect spoor","defective railway track",infrastructure,"2023-03-15 07:33:54","2023-03-15 12:10:08",276
47053,Ede-Wageningen-Arnhem,"Arnhem Centraal - Utrecht Centraal",133,"Arnhem Centraal,Ede-Wageningen,Oosterbeek,Wolfheze","AH, ED, OTB, WF","rijp aan de bovenleiding","overhead wires covered with frost","rijp aan de bovenleiding","overhead wires covered with frost",weather,"2023-03-15 08:07:03","2023-03-15 09:40:22",93
47054,Amsterdam-Schiphol,"Amsterdam Centraal - Schiphol Airport",32,"Amsterdam Centraal,Amsterdam Lelylaan,Amsterdam Sloterdijk,Schiphol Airport","ASD, ASDL, ASS, SHL",herstelwerkzaamheden,"repair works",herstelwerkzaamheden,"repair works","engineering work","2023-03-15 12:50:05","2023-03-16 04:01:10",911
47055,Zwolle-Deventer,"Deventer - Zwolle",94,"Olst,Wijhe,Zwolle","OST, WH, ZL","sein- en wisselstoring","signalling and points failure","sein- en wisselstoring","signalling and points failure",infrastructure,"2023-03-15 16:58:45","2023-03-15 19:12:47",134
47056,Amersfoort-Zwolle,"Amersfoort - Zwolle",48,"Amersfoort Centraal,Amersfoort Schothorst,Amersfoort Vathorst,Ermelo,Harderwijk,'t Harde,Nijkerk,Nunspeet,Putten,Wezep,Zwolle","AMF, AMFS, AVAT, EML, HD, HDE, NKK, NS, PT, WZ, ZL","verstoring elders","disruption elsewhere","verstoring elders","disruption elsewhere",logistical,"2023-03-15 17:14:49","2023-03-15 18:34:12",79
47057,"Amsterdam Sloterdijk-Schiphol Airport","Amsterdam Centraal - Schiphol Airport, Schiphol Airport - Zaandam","32,165","Amsterdam Lelylaan,Amsterdam Sloterdijk,Schiphol Airport","ASDL, ASS, SHL",wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2023-03-15 17:21:45","2023-03-15 18:49:58",88
47058,Zwolle-Deventer,"Deventer - Zwolle",94,"Olst,Wijhe,Zwolle","OST, WH, ZL","sein- en wisselstoring","signalling and points failure","sein- en wisselstoring","signalling and points failure",infrastructure,"2023-03-15 20:32:36","2023-03-15 21:22:58",50
47059,Dordrecht-Geldermalsen,"Dordrecht - Geldermalsen",55,"Arkel,Beesd,Dordrecht,Dordrecht Stadspolders,Geldermalsen,Hardinxveld-Giessendam,Gorinchem,Leerdam,Sliedrecht,Boven-Hardinxveld,Sliedrecht Baanhoek,Hardinxveld Blauwe Zoom","AKL, BSD, DDR, DDRS, GDM, GND, GR, LDM, SDT, BHDV, SDTB, HBZM","staking bij Qbuzz","strike of Qbuzz staff","staking bij Qbuzz","strike of Qbuzz staff",staff,"2023-03-15 21:35:08","2023-03-16 02:02:18",267
47060,"Den Haag-Rotterdam; Leiden-Rotterdam","Den Haag HS - Rotterdam Centraal",11,"Delft,Den Haag HS,Den Haag Moerwijk,Rijswijk","DT, GV, GVMW, RSW",brandmelding,"fire alarm",brandmelding,"fire alarm",external,"2023-03-15 22:43:38","2023-03-15 22:56:44",13
47061,Breda-Roosendaal,"Breda - Roosendaal",20,"Breda,Etten-Leur,Roosendaal","BD, ETN, RSD",overwegstoring,"level crossing failure",overwegstoring,"level crossing failure",infrastructure,"2023-03-15 23:08:41","2023-03-15 23:53:42",45
47062,"Amsterdam-Schiphol-Rotterdam (HSL)","Amsterdam Centraal - Schiphol Airport, Rotterdam Centraal - Schiphol Airport (HSL)","24,32","Amsterdam Centraal,Amsterdam Lelylaan,Amsterdam Sloterdijk,Rotterdam Centraal,Schiphol Airport","ASD, ASDL, ASS, RTD, SHL","beperkingen in de materieelinzet","problems with the rolling stock","beperkingen in de materieelinzet","problems with the rolling stock","rolling stock","2023-03-16 05:39:29","2023-03-16 19:45:55",846
47063,Roosendaal-Vlissingen,"Roosendaal - Vlissingen",21,"Kapelle-Biezelinge,Goes","BZL, GS","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-03-16 06:11:30","2023-03-16 06:18:05",7
47064,Arnhem-Tiel,"Arnhem Centraal - Tiel",54,"Elst,Hemmen-Dodewaard,Kesteren,Opheusden,Tiel,Zetten-Andelst","EST, HMN, KTR, OP, TL, ZA","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-03-16 06:30:46","2023-03-16 06:43:01",12
47065,"Leeuwarden-Harlingen Haven","Harlingen Haven - Leeuwarden",103,"Deinum,Dronryp,Franeker,Leeuwarden","DEI, DRP, FN, LW","defecte spoorbrug","damaged railway bridge","defecte spoorbrug","damaged railway bridge",infrastructure,"2023-03-16 11:10:24","2023-03-16 11:33:24",23
47066,Amersfoort-Ede-Wageningen,"Amersfoort - Ede-Wageningen",47,"Barneveld Centrum,Barneveld Noord","BNC, BNN",seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2023-03-16 11:42:30","2023-03-16 14:06:57",144
47067,Dordrecht-Geldermalsen,"Dordrecht - Geldermalsen",55,"Arkel,Beesd,Geldermalsen,Gorinchem,Leerdam","AKL, BSD, GDM, GR, LDM",aanrijding,collision,aanrijding,collision,accidents,"2023-03-16 12:12:20","2023-03-16 12:17:17",5
47068,Arnhem-Tiel,"Arnhem Centraal - Tiel",54,"Elst,Hemmen-Dodewaard,Kesteren,Opheusden,Tiel,Zetten-Andelst","EST, HMN, KTR, OP, TL, ZA","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-03-16 14:10:25","2023-03-16 14:11:23",1
47069,Amsterdam-Uitgeest,"Alkmaar - Amsterdam Centraal",161,"Wormerveer,Zaandam,Koog aan de Zaan,Zaandijk Zaanse Schans","WM, ZD, KZ, ZZS","inzet van hulpdiensten","an emergency call","inzet van hulpdiensten","an emergency call",external,"2023-03-16 15:12:47","2023-03-16 15:26:53",14
47070,Amsterdam-Haarlem,"Amsterdam Centraal - Haarlem",112,"Amsterdam Centraal,Amsterdam Sloterdijk,Haarlem,Haarlem Spaarnwoude,Halfweg-Zwanenburg","ASD, ASS, HLM, HLMS, HWZB",aanrijding,collision,aanrijding,collision,accidents,"2023-03-16 15:51:24","2023-03-16 19:16:55",206
47071,Groningen-Veendam,"Groningen - Veendam",154,"Zuidbroek,Veendam","ZB, VDM","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-03-16 16:56:27","2023-03-16 17:10:50",14
47072,Amersfoort-Ede-Wageningen,"Amersfoort - Ede-Wageningen",47,"Barneveld Centrum,Ede-Wageningen,Ede Centrum,Lunteren,Barneveld Zuid","BNC, ED, EDC, LTN, BNZ","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-03-16 19:14:55","2023-03-16 20:13:49",59
47073,"Den Haag-Rotterdam; Leiden-Rotterdam","Den Haag Centraal - Den Haag HS, Den Haag Centraal - Leiden Centraal, Den Haag HS - Leiden Centraal, Den Haag HS - Rotterdam Centraal","10,11,168,169","Delft,De Vink,Den Haag HS,Den Haag Centraal,Den Haag Mariahoeve,Den Haag Moerwijk,Den Haag Laan v NOI,Leiden Centraal,Rijswijk,Voorschoten","DT, DVNK, GV, GVC, GVM, GVMW, LAA, LEDN, RSW, VST","inzet van de politie","police action","inzet van de politie","police action",external,"2023-03-16 19:38:43","2023-03-16 20:30:12",51
47074,"Rotterdam-Breda (HSL)","Breda - Rotterdam Centraal (HSL)",15,"Breda,Rotterdam Centraal","BD, RTD","gestrande trein","stranded train","gestrande trein","stranded train","rolling stock","2023-03-16 19:55:44","2023-03-16 20:42:10",46
47075,Utrecht-Eindhoven,"'s-Hertogenbosch - Utrecht Centraal",151,"Geldermalsen,'s-Hertogenbosch,Zaltbommel","GDM, HT, ZBM","sein- en wisselstoring","signalling and points failure","sein- en wisselstoring","signalling and points failure",infrastructure,"2023-03-16 21:53:38","2023-03-16 23:27:10",94
47076,"Amsterdam-Almere; Utrecht-Almere","Almere Oostvaarders - Utrecht Centraal, Amsterdam Centraal - Lelystad Centrum, Lelystad Centrum - Schiphol Airport","144,145,149","Almere Centrum,Almere Muziekwijk,Naarden-Bussum,Weesp,Almere Poort","ALM, ALMM, NDB, WP, AMPO","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-03-16 22:04:09","2023-03-16 22:27:43",24
47077,"Den Haag-Rotterdam; Leiden-Rotterdam","Den Haag HS - Rotterdam Centraal",11,"Delft,Delft Campus,Den Haag HS,Den Haag Moerwijk,Rijswijk,Schiedam Centrum","DT, DTCP, GV, GVMW, RSW, SDM","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-03-17 05:14:51","2023-03-17 07:55:31",161
47078,"Schiphol-Rotterdam (HSL)","Rotterdam Centraal - Schiphol Airport (HSL)",24,"Rotterdam Centraal,Schiphol Airport","RTD, SHL","verstoring elders","disruption elsewhere","verstoring elders","disruption elsewhere",logistical,"2023-03-17 06:46:49","2023-03-17 07:55:24",69
47079,"Den Haag-Rotterdam","Den Haag HS - Rotterdam Centraal",11,"Rotterdam Centraal,Schiedam Centrum","RTD, SDM",wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2023-03-17 08:51:45","2023-03-17 13:27:24",276
47080,Amsterdam-Haarlem,"Amsterdam Centraal - Haarlem",112,"Amsterdam Centraal,Amsterdam Sloterdijk,Haarlem,Haarlem Spaarnwoude,Halfweg-Zwanenburg","ASD, ASS, HLM, HLMS, HWZB","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-03-17 08:58:13","2023-03-17 09:54:45",57
47081,Schiphol-Leiden,"Leiden Centraal - Schiphol Airport",22,"Hoofddorp,Leiden Centraal,Nieuw Vennep,Schiphol Airport,Sassenheim","HFD, LEDN, NVP, SHL, SSH","defect spoor","defective railway track","defect spoor","defective railway track",infrastructure,"2023-03-17 09:53:31","2023-03-17 12:54:07",181
47082,Deventer-Zutphen,"Deventer - Zutphen",86,"Deventer,Zutphen","DV, ZP","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-03-17 10:28:34","2023-03-17 10:31:37",3
47083,Groningen-Leeuwarden,"Groningen - Leeuwarden",102,"Buitenpost,Grijpskerk,Groningen,Zuidhorn","BP, GK, GN, ZH","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-03-17 10:40:28","2023-03-17 10:48:13",8
47084,Zwolle-Groningen,"Groningen - Zwolle, Leeuwarden - Zwolle","146,160","Meppel,Zwolle","MP, ZL",seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2023-03-17 11:34:44","2023-03-17 13:40:16",126
47085,Roosendaal-Vlissingen,"Roosendaal - Vlissingen",21,"Middelburg,Vlissingen,Vlissingen Souburg","MDB, VS, VSS","inzet van de brandweer","deployment of the fire department","inzet van de brandweer","deployment of the fire department",external,"2023-03-17 13:50:00","2023-03-17 14:37:02",47
47086,Hengelo-Bielefeld,"Bielefeld Hbf - Hengelo, Hengelo - Oldenzaal","91,174","Bad Bentheim,Hengelo,Hengelo Oost,Oldenzaal,Osnabrück Hbf,Rheine,Bielefeld Hbf,Bünde (Westf)","BH, HGL, HGLO, ODZ, OSNH, RHEINE, BIELEF, BUENDE","problemen met de personeelsinzet","staffing problems","problemen met de personeelsinzet","staffing problems",staff,"2023-03-17 15:55:28","2023-03-17 23:40:10",465
47087,Venlo-Mönchengladbach-Düsseldorf,"Hamm (Westf.) - Venlo",128,"Kaldenkirchen,Venlo","KN, VL",aanrijding,collision,aanrijding,collision,accidents,"2023-03-17 16:01:53","2023-03-17 18:13:51",132
47088,Almelo-Hengelo,"Almelo - Hengelo",89,"Almelo,Almelo de Riet,Borne,Hengelo","AML, AMRI, BN, HGL","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-03-17 16:29:03","2023-03-17 17:09:27",40
47089,"Deventer-Enschede; Zwolle-Enschede","Almelo - Hengelo",89,"Almelo,Almelo de Riet,Borne,Hengelo","AML, AMRI, BN, HGL","voorwerp in de bovenleiding","an object in the overhead wires","voorwerp in de bovenleiding","an object in the overhead wires",external,"2023-03-17 18:31:19","2023-03-17 20:28:18",117
47090,Eindhoven-Roermond,"Eindhoven - Roermond",67,"Roermond,Weert","RM, WT",aanrijding,collision,aanrijding,collision,accidents,"2023-03-17 19:40:54","2023-03-17 19:45:14",4
47091,Amsterdam-Schiphol-Leiden,"Amsterdam Centraal - Haarlem, Amsterdam Centraal - Schiphol Airport, Haarlem - Leiden Centraal, Leiden Centraal - Schiphol Airport","22,23,32,112","Amsterdam Centraal,Amsterdam Lelylaan,Amsterdam Sloterdijk,Heemstede-Aerdenhout,Hoofddorp,Hillegom,Haarlem,Haarlem Spaarnwoude,Leiden Centraal,Nieuw Vennep,Schiphol Airport,Voorhout,Sassenheim,Halfweg-Zwanenburg","ASD, ASDL, ASS, HAD, HFD, HIL, HLM, HLMS, LEDN, NVP, SHL, VH, SSH, HWZB",herstelwerkzaamheden,"repair works",herstelwerkzaamheden,"repair works","engineering work","2023-03-18 00:55:37","2023-03-18 04:06:25",191
47092,Eindhoven-Venlo,"Eindhoven - Venlo",65,"Eindhoven Centraal,Helmond,Helmond Brandevoort,Helmond 't Hout","EHV, HM, HMBV, HMH",aanrijding,collision,aanrijding,collision,accidents,"2023-03-18 06:20:12","2023-03-18 07:08:40",48
47093,'s-Hertogenbosch-Eindhoven,"'s-Hertogenbosch - Eindhoven, Eindhoven - Tilburg","152,153","Best,Boxtel,Eindhoven Centraal,Eindhoven Strijp-S","BET, BTL, EHV, EHS",aanrijding,collision,aanrijding,collision,accidents,"2023-03-18 06:27:14","2023-03-18 06:42:59",16
47094,Hengelo-Bielefeld,"Berlin Ostbahnhof - Hengelo, Bielefeld Hbf - Hengelo, Hengelo - Oldenzaal","91,124,174","Bad Bentheim,Hengelo,Hengelo Oost,Oldenzaal","BH, HGL, HGLO, ODZ","problemen met de personeelsinzet","staffing problems","problemen met de personeelsinzet","staffing problems",staff,"2023-03-18 06:34:03","2023-03-18 09:35:19",181
47095,"Amsterdam-Utrecht; Amsterdam-Gouda","Amsterdam Centraal - Utrecht Centraal, Amsterdam Centraal - Woerden","136,141","Amsterdam Amstel,Amsterdam Bijlmer ArenA,Amsterdam Centraal,Amsterdam Muiderpoort,Duivendrecht","ASA, ASB, ASD, ASDM, DVD",aanrijding,collision,aanrijding,collision,accidents,"2023-03-18 06:57:09","2023-03-18 11:16:53",260
47096,Breukelen-Utrecht-Veenendaal,"Amsterdam Centraal - Utrecht Centraal, Arnhem Centraal - Utrecht Centraal, Rhenen - Utrecht Centraal, Schiphol Airport - Utrecht Centraal","133,136,137,166","Breukelen,Bunnik,Driebergen-Zeist,Maarssen,Utrecht Centraal,Utrecht Zuilen,Utrecht Vaartsche Rijn","BKL, BNK, DB, MAS, UT, UTZL, UTVR",aanrijding,collision,aanrijding,collision,accidents,"2023-03-18 07:12:13","2023-03-18 07:44:52",33
47097,Hengelo-Oldenzaal,"Berlin Ostbahnhof - Hengelo, Bielefeld Hbf - Hengelo, Hengelo - Oldenzaal","91,124,174","Hengelo,Hengelo Oost,Oldenzaal","HGL, HGLO, ODZ","problemen met de personeelsinzet","staffing problems","problemen met de personeelsinzet","staffing problems",staff,"2023-03-18 09:19:52","2023-03-19 02:35:03",1035
47098,"Heerlen-Aachen Hbf","Aachen Hbf - Heerlen",130,"Eygelshoven Markt,Herzogenrath,Landgraaf","EGHM, HZ, LG","problemen met de personeelsinzet","staffing problems","problemen met de personeelsinzet","staffing problems",staff,"2023-03-18 10:16:57","2023-03-18 14:19:34",243
47099,"Heerlen-Aachen Hbf","Aachen Hbf - Heerlen",130,"Eygelshoven Markt,Herzogenrath,Landgraaf","EGHM, HZ, LG","beperkingen in de materieelinzet","problems with the rolling stock","beperkingen in de materieelinzet","problems with the rolling stock","rolling stock","2023-03-18 17:26:21","2023-03-18 23:07:26",341
47100,"Amsterdam-Utrecht; Amsterdam-Gouda","Amsterdam Centraal - Utrecht Centraal, Amsterdam Centraal - Woerden","136,141","Abcoude,Amsterdam Amstel,Amsterdam Bijlmer ArenA,Amsterdam Centraal,Amsterdam Muiderpoort,Amsterdam Holendrecht,Breukelen,Duivendrecht","AC, ASA, ASB, ASD, ASDM, ASHD, BKL, DVD","inzet van hulpdiensten","an emergency call","inzet van hulpdiensten","an emergency call",external,"2023-03-18 18:57:53","2023-03-18 19:07:22",9
47101,Breukelen-Gouda,"Amsterdam Centraal - Woerden",141,"Breukelen,Woerden","BKL, WD",aanrijding,collision,aanrijding,collision,accidents,"2023-03-18 19:49:35","2023-03-18 19:49:36",0
47102,Arnhem-Nijmegen,"Arnhem Centraal - Nijmegen, Arnhem Centraal - Tiel","54,59","Arnhem Centraal,Arnhem Zuid,Elst","AH, AHZ, EST","gestrande trein","stranded train","gestrande trein","stranded train","rolling stock","2023-03-18 22:53:25","2023-03-18 23:07:35",14
47103,Duivendrecht-Lelystad,"Almere Oostvaarders - Utrecht Centraal, Amsterdam Centraal - Lelystad Centrum, Lelystad Centrum - Schiphol Airport","144,145,149","Almere Centrum,Almere Buiten,Almere Oostvaarders,Almere Parkwijk,Lelystad Centrum","ALM, ALMB, ALMO, ALMP, LLS","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-03-19 23:00:29","2023-03-20 00:47:16",107
47104,Breda-Roosendaal,"Breda - Roosendaal",20,"Breda,Etten-Leur,Roosendaal","BD, ETN, RSD",aanrijding,collision,aanrijding,collision,accidents,"2023-03-20 01:06:44","2023-03-20 01:23:25",17
47105,Hilversum-Amersfoort,"Amersfoort - Amsterdam Centraal, Amersfoort - Schiphol Airport","135,148","Baarn,Hilversum","BRN, HVS",aanrijding,collision,aanrijding,collision,accidents,"2023-03-20 05:17:55","2023-03-20 05:33:30",16
47106,Zwolle-Enschede,"Almelo - Hengelo, Almelo - Zwolle, Enschede - Hengelo","89,92,95","Almelo,Almelo de Riet,Borne,Enschede,Hengelo,Heino,Nijverdal,Raalte,Wierden,Zwolle,Enschede Kennispark","AML, AMRI, BN, ES, HGL, HNO, NVD, RAT, WDN, ZL, ESK","logistieke beperkingen","logistical limitations","logistieke beperkingen","logistical limitations",logistical,"2023-03-20 05:25:33","2023-03-20 09:22:28",237
